Date,Ticker,Action,Firm,To Grade,From Grade
2018-02-02,GOOG,main,BMO Capital,Market Perform,Market Perform
2018-02-02,GOOG,main,Morgan Stanley,Outperform,Overweight
2018-02-02,GOOG,down,Stifel Nicolaus,Hold,Buy
2018-02-02,GOOG,main,PiperJaffray,Overweight,Overweight
2018-04-10,GOOG,main,Morgan Stanley,Overweight,Overweight
2018-04-20,GOOG,main,Credit Suisse,Outperform,Outperform
2018-04-23,GOOG,main,Credit Suisse,Outperform,Outperform
2018-04-24,GOOG,main,Morgan Stanley,Overweight,Overweight
2018-04-24,GOOG,main,Stifel Nicolaus,Hold,Hold
2018-04-24,GOOG,main,KeyBanc,Overweight,Overweight
2018-04-24,GOOG,main,Canaccord Genuity,Hold,Hold
2018-04-24,GOOG,main,Deutsche Bank,Buy,Buy
2018-04-24,GOOG,main,JP Morgan,Overweight,Overweight
2018-04-24,GOOG,main,Barclays,Overweight,Overweight
2018-04-25,GOOG,up,Stifel Nicolaus,Buy,Hold
2018-06-28,GOOG,main,Morgan Stanley,Overweight,Overweight
2018-07-11,GOOG,init,Nomura,Buy,
2018-07-13,GOOG,main,Cowen & Co.,Outperform,Outperform
2018-07-13,GOOG,main,Barclays,Overweight,Overweight
2018-07-16,GOOG,main,Credit Suisse,Outperform,Outperform
2018-07-24,GOOG,main,Credit Suisse,Outperform,Outperform
2018-07-24,GOOG,main,Bank of America,Buy,Buy
2018-07-24,GOOG,main,KeyBanc,Overweight,Overweight
2018-07-24,GOOG,main,Stifel Nicolaus,Buy,Buy
2018-07-24,GOOG,main,JMP Securities,Market Outperform,Market Outperform
2018-07-24,GOOG,main,Citigroup,Buy,Buy
2018-07-24,GOOG,main,Cowen & Co.,Outperform,Outperform
2018-07-24,GOOG,main,Barclays,Overweight,Overweight
2018-07-24,GOOG,main,Morgan Stanley,Overweight,Overweight
2018-07-24,GOOG,main,B. Riley FBR,Buy,Buy
2018-07-24,GOOG,main,BMO Capital,Market Perform,Market Perform
2018-07-24,GOOG,main,Canaccord Genuity,Hold,Hold
2018-07-24,GOOG,main,Raymond James,Outperform,Outperform
2018-08-29,GOOG,main,Morgan Stanley,Overweight,Overweight
2018-10-18,GOOG,init,Wedbush,Outperform,
2018-10-23,GOOG,main,Deutsche Bank,Buy,Buy
2018-10-26,GOOG,main,Bank of America,Buy,Buy
2018-10-26,GOOG,main,Barclays,Overweight,Overweight
2018-10-26,GOOG,main,Canaccord Genuity,Hold,Hold
2018-10-26,GOOG,main,Raymond James,Outperform,Outperform
2018-11-02,GOOG,main,JMP Securities,Market Outperform,Market Outperform
2018-11-14,GOOG,main,Morgan Stanley,Overweight,Overweight
2018-12-06,GOOG,init,Guggenheim,Buy,
2019-01-03,GOOG,up,Canaccord Genuity,Buy,Hold
2019-01-07,GOOG,up,Pivotal Research,Buy,Hold
2019-01-23,GOOG,main,Deutsche Bank,Buy,Buy
2019-02-05,GOOG,main,Citigroup,Buy,Buy
2019-02-05,GOOG,main,BMO Capital,Market Perform,Market Perform
2019-02-05,GOOG,main,Nomura,Buy,Buy
2019-02-05,GOOG,main,Barclays,Overweight,Overweight
2019-02-05,GOOG,main,PiperJaffray,Overweight,Overweight
2019-02-05,GOOG,main,Deutsche Bank,Buy,Buy
2019-03-05,GOOG,init,Needham,Buy,
2019-04-25,GOOG,main,BMO Capital,Market Perform,Market Perform
2019-04-30,GOOG,down,Stifel Nicolaus,Hold,Buy
2019-04-30,GOOG,main,Morgan Stanley,Overweight,Overweight
2019-04-30,GOOG,main,Nomura,Buy,Buy
2019-05-01,GOOG,down,DZ Bank,Hold,Buy
2019-05-15,GOOG,main,Deutsche Bank,Buy,
2019-05-29,GOOG,init,China Renaissance,Hold,
2019-05-29,GOOG,init,Pivotal Research,Hold,
2019-06-04,GOOG,init,Loop Capital,Hold,
2019-07-15,GOOG,main,Morgan Stanley,Overweight,
2019-07-26,GOOG,main,KeyBanc,Overweight,
2019-07-26,GOOG,main,Nomura,Buy,
2019-07-26,GOOG,main,Canaccord Genuity,Buy,
2019-07-26,GOOG,main,Citigroup,Buy,
2019-07-26,GOOG,main,Mizuho,Buy,
2019-07-26,GOOG,main,Stifel Nicolaus,Hold,
2019-07-26,GOOG,main,Credit Suisse,Outperform,
2019-07-26,GOOG,main,Wedbush,Outperform,
2019-07-26,GOOG,main,Morgan Stanley,Overweight,
2019-10-23,GOOG,main,Credit Suisse,Outperform,
2019-10-25,GOOG,main,BMO Capital,Market Perform,
2019-10-29,GOOG,main,BMO Capital,Market Perform,
2019-10-29,GOOG,main,Barclays,Overweight,
2019-10-29,GOOG,main,Canaccord Genuity,Buy,
2019-10-29,GOOG,main,KeyBanc,Overweight,
2019-10-29,GOOG,main,UBS,Buy,
2019-10-29,GOOG,main,Deutsche Bank,Buy,
2019-10-29,GOOG,main,Raymond James,Outperform,
2019-12-03,GOOG,init,Piper Jaffray,Overweight,
2019-12-03,GOOG,init,PiperJaffray,Overweight,
2019-12-05,GOOG,up,Stifel Nicolaus,Buy,Hold
2020-01-06,GOOG,up,Pivotal Research,Buy,Hold
2020-01-10,GOOG,init,Bernstein,Outperform,
2020-01-13,GOOG,main,Evercore ISI Group,Outperform,
2020-01-17,GOOG,main,UBS,Buy,
2020-01-17,GOOG,main,UBS,Buy,
2020-01-21,GOOG,main,Morgan Stanley,Overweight,
2020-01-24,GOOG,main,KeyBanc,Overweight,
2020-01-27,GOOG,main,Mizuho Securities,Buy,
2020-02-04,GOOG,main,Raymond James,Outperform,
2020-02-04,GOOG,main,Deutsche Bank,Buy,
2020-02-04,GOOG,main,Piper Sandler,Overweight,
2020-02-04,GOOG,main,Nomura,Buy,
2020-02-04,GOOG,main,Needham,Buy,
2020-02-04,GOOG,main,Pivotal Research,Buy,
2020-02-05,GOOG,main,Argus Research,Buy,
2020-02-06,GOOG,main,CFRA,Strong Buy,
2020-02-07,GOOG,main,Citigroup,Buy,
2020-02-25,GOOG,main,Morgan Stanley,Overweight,
2020-03-18,GOOG,main,JP Morgan,Overweight,
2020-03-26,GOOG,main,SunTrust Robinson Humphrey,Buy,
2020-03-30,GOOG,main,UBS,Buy,
2020-03-30,GOOG,up,BMO Capital,Outperform,Market Perform
2020-03-30,GOOG,main,UBS,Buy,
2020-03-30,GOOG,main,Morgan Stanley,Overweight,
2020-04-17,GOOG,main,Mizuho,Buy,
2020-04-17,GOOG,main,Oppenheimer,Outperform,
2020-04-20,GOOG,main,Credit Suisse,Outperform,
2020-04-22,GOOG,main,Wedbush,Outperform,
2020-04-29,GOOG,main,UBS,Buy,
2020-04-29,GOOG,main,Nomura Instinet,Buy,
2020-04-29,GOOG,main,Credit Suisse,Outperform,
2020-04-29,GOOG,main,Morgan Stanley,Overweight,
2020-04-29,GOOG,reit,MKM Partners,Buy,
2020-04-29,GOOG,main,JP Morgan,Overweight,
2020-04-29,GOOG,main,Stifel,Buy,
2020-04-29,GOOG,main,BMO Capital,Outperform,
2020-04-29,GOOG,main,Barclays,Overweight,
2020-04-29,GOOG,main,Mizuho,Buy,
2020-04-29,GOOG,main,B of A Securities,Buy,
2020-04-29,GOOG,main,SunTrust Robinson Humphrey,Buy,
2020-04-29,GOOG,main,RBC Capital,Outperform,
2020-05-05,GOOG,main,Deutsche Bank,Buy,
2020-05-12,GOOG,main,Citigroup,Buy,
2020-06-24,GOOG,main,Goldman Sachs,Buy,
2020-07-09,GOOG,main,Morgan Stanley,Overweight,
2020-07-13,GOOG,main,Mizuho,Buy,
2020-07-20,GOOG,main,Credit Suisse,Outperform,
2020-07-21,GOOG,main,Mizuho,Buy,
2020-07-28,GOOG,main,Deutsche Bank,Buy,
2020-07-31,GOOG,main,Raymond James,Outperform,
2020-07-31,GOOG,main,Morgan Stanley,Overweight,
2020-07-31,GOOG,main,Canaccord Genuity,Buy,
2020-08-03,GOOG,main,JMP Securities,Outperform,
2020-08-25,GOOG,main,UBS,Buy,
2020-09-15,GOOG,init,KeyBanc,Overweight,
2020-09-24,GOOG,main,Morgan Stanley,Overweight,
2020-10-12,GOOG,main,Deutsche Bank,Buy,
2020-10-20,GOOG,main,Jefferies,Buy,
2020-10-30,GOOG,main,Deutsche Bank,Buy,
2020-10-30,GOOG,main,Morgan Stanley,Overweight,
2020-10-30,GOOG,main,KeyBanc,Overweight,
2020-10-30,GOOG,main,Mizuho,Buy,
2020-10-30,GOOG,main,Credit Suisse,Outperform,
2020-10-30,GOOG,main,Raymond James,Outperform,
2020-11-02,GOOG,main,Canaccord Genuity,Buy,
2020-11-03,GOOG,main,Citigroup,Neutral,
2012-07-24,MO,main,Citigroup,Neutral,
2012-07-24,MO,main,Morgan Stanley,Equal-Weight,
2012-07-25,MO,main,Jefferies,Hold,
2012-07-26,MO,down,UBS,Neutral,Buy
2012-08-08,MO,main,Deutsche Bank,Buy,
2012-09-21,MO,up,Citigroup,Buy,Neutral
2012-10-26,MO,main,Jefferies,Hold,
2012-11-19,MO,up,UBS,Buy,Neutral
2013-01-10,MO,up,Stifel Nicolaus,,
2013-02-01,MO,main,UBS,Buy,
2013-02-19,MO,main,Jefferies,Hold,
2013-02-26,MO,down,Bank of America,Neutral,Buy
2013-11-25,MO,init,RBC Capital,Outperform,
2013-12-02,MO,main,Stifel Nicolaus,Buy,
2014-04-09,MO,init,Nomura,Neutral,
2014-04-30,MO,main,Nomura,Neutral,
2014-05-19,MO,down,Wells Fargo,Market Perform,Outperform
2014-07-10,MO,init,Cowen & Co.,Outperform,
2014-07-11,MO,init,Cowen & Co.,Outperform,
2014-09-08,MO,main,Stifel Nicolaus,Buy,
2014-09-26,MO,up,Bank of America,Buy,Neutral
2014-12-12,MO,main,Bank of America,Buy,
2015-01-15,MO,up,Nomura,Buy,Neutral
2015-01-16,MO,up,Nomura,Buy,Neutral
2015-02-02,MO,main,Stifel Nicolaus,Buy,
2015-07-06,MO,up,CLSA,Outperform,Underperform
2015-07-30,MO,down,CLSA,Outperform,Buy
2015-10-30,MO,down,Cowen & Co.,Market Perform,Outperform
2015-11-03,MO,down,RBC Capital,Sector Perform,Outperform
2016-02-26,MO,init,UBS,Neutral,
2016-03-24,MO,down,Bank of America,Neutral,Buy
2016-05-09,MO,up,Argus,Buy,Hold
2016-06-14,MO,init,Berenberg,Buy,
2016-07-28,MO,main,UBS,Neutral,
2016-09-12,MO,init,Citigroup,Buy,
2016-09-15,MO,main,CLSA,Outperform,
2016-09-21,MO,init,Jefferies,Hold,
2017-01-04,MO,up,Bank of America,Buy,Neutral
2017-02-03,MO,down,Berenberg,Hold,Buy
2017-05-25,MO,init,PiperJaffray,Overweight,
2017-07-17,MO,main,Jefferies,Hold,
2017-07-31,MO,up,RBC Capital,Sector Perform,Underperform
2017-07-31,MO,main,UBS,Neutral,
2017-09-26,MO,up,Cowen & Co.,Outperform,Market Perform
2017-10-27,MO,main,UBS,Neutral,
2017-10-30,MO,main,Citigroup,Buy,
2017-10-31,MO,main,Citigroup,Buy,
2017-11-01,MO,up,Edward Jones,Buy,Hold
2017-12-19,MO,up,Berenberg,Buy,Hold
2018-01-19,MO,up,Jefferies,Buy,Hold
2018-02-02,MO,main,PiperJaffray,Overweight,Overweight
2018-03-26,MO,init,Deutsche Bank,Buy,
2018-04-18,MO,down,Citigroup,Neutral,Buy
2018-04-18,MO,main,Morgan Stanley,Equal-Weight,Equal-Weight
2018-04-27,MO,main,Morgan Stanley,Equal-Weight,Equal-Weight
2018-04-30,MO,up,RBC Capital,Outperform,Sector Perform
2018-06-26,MO,main,Morgan Stanley,Equal-Weight,Equal-Weight
2018-07-27,MO,main,Stifel Nicolaus,Buy,Buy
2018-08-24,MO,down,Jefferies,Hold,Buy
2018-09-21,MO,main,Citigroup,Neutral,Neutral
2018-10-16,MO,init,Bernstein,Market Perform,
2018-10-29,MO,main,Argus,Buy,Buy
2018-12-07,MO,init,Barclays,Overweight,
2018-12-21,MO,down,Citigroup,Sell,Neutral
2019-01-07,MO,down,Cowen & Co.,Market Perform,Outperform
2019-01-22,MO,down,Morgan Stanley,Underweight,Equal-Weight
2019-03-20,MO,reit,Bank of America,Buy,Buy
2019-04-15,MO,main,Morgan Stanley,Underweight,Underweight
2019-07-12,MO,up,Goldman Sachs,Buy,Neutral
2019-07-31,MO,main,Morgan Stanley,Underweight,
2019-08-07,MO,main,Morgan Stanley,Underweight,
2019-08-23,MO,up,Morgan Stanley,Equal-Weight,Underweight
2019-09-10,MO,down,Piper Jaffray,Neutral,Overweight
2019-10-18,MO,up,Citigroup,Neutral,Sell
2019-11-01,MO,main,Citigroup,Neutral,
2019-12-02,MO,up,Citi,Buy,Neutral
2019-12-16,MO,main,Morgan Stanley,Equal-Weight,
2020-01-31,MO,main,Deutsche Bank,Buy,
2020-01-31,MO,up,Piper Sandler,Overweight,Neutral
2020-03-04,MO,main,B of A Securities,Buy,
2020-03-16,MO,up,Morgan Stanley,Overweight,Equal-Weight
2020-04-07,MO,main,Citigroup,Buy,
2020-04-17,MO,reit,B of A Securities,Buy,
2020-04-30,MO,main,CFRA,Hold,
2020-05-01,MO,main,Stifel,Buy,
2020-07-08,MO,down,Barclays,Equal-Weight,Overweight
2020-07-22,MO,main,Deutsche Bank,Buy,
2020-07-30,MO,main,Citigroup,Buy,
2011-12-29,AMZN,main,PiperJaffray,,
2012-02-15,AMZN,main,PiperJaffray,Overweight,
2012-02-16,AMZN,down,Morgan Stanley,Equal-Weight,
2012-04-02,AMZN,down,Bank oferica,Neutral,
2012-04-27,AMZN,up,BGC Financial,Hold,
2012-04-27,AMZN,up,Bank oferica,Buy,
2012-04-27,AMZN,main,Benchmark,Buy,
2012-04-27,AMZN,main,Canaccord Genuity,Hold,
2012-04-27,AMZN,main,Jefferies,Buy,
2012-04-27,AMZN,main,JP Morgan,Overweight,
2012-04-27,AMZN,up,Goldman Sachs,Buy,
2012-04-27,AMZN,main,Deutsche Bank,Buy,
2012-04-27,AMZN,main,Stifel Nicolaus,Buy,
2012-05-15,AMZN,up,Credit Suisse,Outperform,
2012-06-06,AMZN,main,JP Morgan,Overweight,
2012-07-11,AMZN,init,BMO Capital,Market Perform,
2012-07-17,AMZN,init,Lazard,Buy,
2012-07-27,AMZN,main,Oppenheimer,Outperform,
2012-07-27,AMZN,main,Deutsche Bank,Buy,
2012-08-31,AMZN,main,PiperJaffray,Overweight,
2012-09-07,AMZN,main,Bank of America,Buy,
2012-09-11,AMZN,main,Barclays,Equal-Weight,
2012-09-21,AMZN,init,Cantor Fitzgerald,Buy,
2012-10-25,AMZN,main,Barclays,Equal-Weight,
2013-01-07,AMZN,up,Morgan Stanley,Overweight,Equal-Weight
2013-01-09,AMZN,main,Benchmark,Buy,
2013-01-18,AMZN,up,Pacific Crest,Outperform,Sector Perform
2013-01-24,AMZN,init,ISI Group,Buy,
2013-01-25,AMZN,init,ISI Group,Buy,
2013-01-25,AMZN,main,Canaccord Genuity,Hold,
2013-01-28,AMZN,main,BGC Financial,Hold,
2013-01-28,AMZN,main,PiperJaffray,Overweight,
2013-01-28,AMZN,main,PiperJaffray,Overweight,
2013-01-30,AMZN,main,Barclays,Equal-Weight,
2013-01-30,AMZN,main,Oppenheimer,Outperform,
2013-01-30,AMZN,main,Canaccord Genuity,Hold,
2013-01-30,AMZN,main,Deutsche Bank,Buy,
2013-01-30,AMZN,down,Credit Agricole,Outperform,Buy
2013-01-30,AMZN,main,Nomura,Buy,
2013-01-30,AMZN,main,Jefferies,Buy,
2013-01-30,AMZN,main,Credit Suisse,Outperform,
2013-02-20,AMZN,main,Nomura,Buy,
2013-03-14,AMZN,down,PiperJaffray,Neutral,Overweight
2013-03-19,AMZN,init,JMP Securities,Market Perform,
2013-04-17,AMZN,main,Nomura,Buy,
2013-04-22,AMZN,main,Bank of America,Buy,
2013-04-26,AMZN,main,Credit Suisse,Outperform,
2013-05-02,AMZN,init,Tigress Financial,Buy,
2013-05-16,AMZN,init,Lazard,Buy,
2013-07-09,AMZN,init,Citigroup,Buy,
2013-07-10,AMZN,init,Susquehanna,Positive,
2013-07-16,AMZN,init,SunTrust Robinson Humphrey,Buy,
2013-07-26,AMZN,main,Nomura,Buy,
2013-07-26,AMZN,main,BMO Capital,Market Perform,
2013-09-11,AMZN,init,Wedbush,Neutral,
2013-09-19,AMZN,init,CRT Capital,Buy,
2013-10-18,AMZN,up,UBS,Buy,Neutral
2013-10-22,AMZN,main,Bank of America,Buy,
2013-10-25,AMZN,main,Benchmark,Buy,
2013-10-25,AMZN,up,Raymond James,Strong Buy,Market Perform
2013-10-28,AMZN,init,Standpoint,Sell,
2013-10-28,AMZN,main,Deutsche Bank,Buy,
2013-11-14,AMZN,main,SunTrust Robinson Humphrey,Buy,
2013-12-17,AMZN,main,Credit Suisse,Outperform,
2013-12-31,AMZN,main,Citigroup,Buy,
2014-01-03,AMZN,main,Topeka,Buy,
2014-01-06,AMZN,main,Morgan Stanley,Overweight,
2014-01-10,AMZN,main,Susquehanna,Positive,
2014-01-14,AMZN,init,FBN Securities,Outperform,
2014-01-27,AMZN,main,Pacific Crest,Outperform,
2014-01-31,AMZN,main,FBN Securities,Outperform,
2014-01-31,AMZN,main,UBS,Buy,
2014-01-31,AMZN,main,Citigroup,Neutral,
2014-01-31,AMZN,main,Bank of America,Buy,
2014-01-31,AMZN,down,Stifel Nicolaus,Sell,Hold
2014-01-31,AMZN,main,Stifel Nicolaus,Buy,
2014-01-31,AMZN,main,Stifel Nicolaus,Buy,
2014-01-31,AMZN,main,Benchmark,Buy,
2014-02-12,AMZN,down,UBS,Neutral,Buy
2014-04-16,AMZN,up,Argus Capital,Buy,Hold
2014-04-25,AMZN,main,Credit Suisse,Outperform,
2014-04-25,AMZN,down,Raymond James,Outperform,Strong Buy
2014-04-25,AMZN,main,Cantor Fitzgerald,Buy,
2014-04-25,AMZN,main,UBS,Neutral,
2014-04-25,AMZN,main,JP Morgan,Neutral,
2014-04-25,AMZN,main,SunTrust Robinson Humphrey,Buy,
2014-04-25,AMZN,main,Deutsche Bank,Buy,
2014-04-30,AMZN,init,Edward Jones,Buy,
2014-06-26,AMZN,init,Barclays,Equal-Weight,
2014-07-22,AMZN,down,Citigroup,Neutral,Buy
2014-07-25,AMZN,down,B. Riley FBR,Neutral,Buy
2014-07-25,AMZN,down,Raymond James,Market Perform,Outperform
2014-07-25,AMZN,main,Canaccord Genuity,Hold,
2014-07-25,AMZN,main,Citigroup,Neutral,
2014-07-25,AMZN,main,CRT Capital,Fair Value,
2014-07-25,AMZN,main,Jefferies,Buy,
2014-07-25,AMZN,main,UBS,Neutral,
2014-07-25,AMZN,main,Deutsche Bank,Buy,
2014-07-25,AMZN,main,JP Morgan,Neutral,
2014-10-10,AMZN,main,Susquehanna,Positive,
2014-10-13,AMZN,main,Wolfe Research,,
2014-10-13,AMZN,main,Bank of America,Buy,
2014-10-24,AMZN,main,Benchmark,Buy,
2014-10-24,AMZN,main,Citigroup,Neutral,
2014-10-24,AMZN,main,Credit Suisse,Outperform,
2014-10-24,AMZN,main,CRT Capital,Fair Value,
2014-10-27,AMZN,init,"Monness, Crespi, Hardt",Neutral,
2014-10-29,AMZN,init,Morgan Stanley,Overweight,
2014-11-21,AMZN,init,Nomura,Buy,
2014-11-28,AMZN,main,PiperJaffray,Overweight,
2015-01-13,AMZN,up,Citigroup,Buy,Neutral
2015-01-21,AMZN,up,BGC Financial,Buy,Hold
2015-01-23,AMZN,main,Oppenheimer,Outperform,
2015-01-27,AMZN,main,JP Morgan,Neutral,
2015-01-30,AMZN,main,Jefferies,Buy,
2015-01-30,AMZN,main,Citigroup,Buy,
2015-01-30,AMZN,main,Deutsche Bank,Buy,
2015-01-30,AMZN,main,CRT Capital,Fair Value,
2015-02-19,AMZN,main,PiperJaffray,Overweight,
2015-03-04,AMZN,main,Baird,Outperform,
2015-03-09,AMZN,down,SunTrust Robinson Humphrey,Neutral,Buy
2015-03-09,AMZN,init,Axiom Capital,Buy,
2015-03-10,AMZN,up,Wolfe Research,Outperform,Peer Perform
2015-04-14,AMZN,main,Jefferies,Buy,
2015-04-21,AMZN,down,BGC Financial,Hold,Buy
2015-04-22,AMZN,up,Monness Crespi Hardt,Buy,Neutral
2015-04-24,AMZN,main,Nomura,Buy,
2015-04-24,AMZN,main,Citigroup,Buy,
2015-04-24,AMZN,up,Janney Capital,Buy,Neutral
2015-04-24,AMZN,up,Raymond James,Outperform,Market Perform
2015-04-24,AMZN,up,JP Morgan,Overweight,Neutral
2015-04-27,AMZN,down,Argus,Hold,Buy
2015-05-04,AMZN,main,Oppenheimer,Outperform,
2015-06-03,AMZN,main,PiperJaffray,Overweight,
2015-06-15,AMZN,main,Canaccord Genuity,Hold,
2015-06-25,AMZN,down,Evercore ISI Group,,Buy
2015-06-26,AMZN,init,Mizuho,Buy,
2015-07-14,AMZN,up,UBS,Buy,Neutral
2015-07-15,AMZN,main,Nomura,Buy,
2015-07-20,AMZN,main,Bank of America,Buy,
2015-07-20,AMZN,up,Wedbush,Outperform,Neutral
2015-07-20,AMZN,up,Cowen & Co.,Outperform,Market Perform
2015-07-22,AMZN,up,JMP Securities,Outperform,Market Perform
2015-07-24,AMZN,up,Barclays,Overweight,Equal-Weight
2015-07-24,AMZN,main,Morgan Stanley,Overweight,
2015-07-24,AMZN,up,B. Riley FBR,Buy,Neutral
2015-07-24,AMZN,main,Wedbush,Outperform,
2015-07-24,AMZN,main,Jefferies,Buy,
2015-07-24,AMZN,main,Canaccord Genuity,Hold,
2015-07-24,AMZN,main,JP Morgan,Overweight,
2015-07-29,AMZN,up,Stifel Nicolaus,Buy,Hold
2015-08-26,AMZN,up,Evercore ISI Group,Buy,Hold
2015-08-27,AMZN,up,Raymond James,Strong Buy,Outperform
2015-09-11,AMZN,main,RBC Capital,Outperform,
2015-10-23,AMZN,main,Canaccord Genuity,Hold,
2015-10-23,AMZN,main,Baird,Buy,
2015-10-23,AMZN,main,RBC Capital,Outperform,
2015-10-23,AMZN,main,JP Morgan,Overweight,
2015-10-23,AMZN,main,Benchmark,Buy,
2015-10-23,AMZN,main,Credit Suisse,Outperform,
2015-10-23,AMZN,main,JMP Securities,Market Outperform,
2015-10-23,AMZN,main,Jefferies,Buy,
2015-10-23,AMZN,main,Deutsche Bank,Buy,
2015-10-23,AMZN,main,PiperJaffray,Overweight,
2015-10-27,AMZN,main,Axiom Capital,Buy,
2015-12-01,AMZN,main,Barclays,Overweight,
2015-12-08,AMZN,init,Pacific Crest,Overweight,
2015-12-09,AMZN,main,Nomura,Buy,
2015-12-15,AMZN,init,MKM Partners,Buy,
2015-12-22,AMZN,main,Macquarie,Outperform,
2016-01-04,AMZN,down,Monness Crespi Hardt,Neutral,Buy
2016-01-12,AMZN,main,Credit Suisse,Outperform,
2016-01-15,AMZN,init,Susquehanna,Perform,
2016-01-19,AMZN,main,Credit Suisse,Outperform,
2016-01-29,AMZN,main,Benchmark,Buy,
2016-02-18,AMZN,up,Canaccord Genuity,Buy,Hold
2016-02-29,AMZN,main,Bernstein,Outperform,
2016-03-02,AMZN,init,BMO Capital,Outperform,
2016-03-22,AMZN,down,Raymond James,Outperform,Strong Buy
2016-03-29,AMZN,main,Stifel Nicolaus,Buy,
2016-04-01,AMZN,main,Citigroup,Buy,
2016-04-07,AMZN,main,JP Morgan,Overweight,
2016-04-29,AMZN,main,Goldman Sachs,Buy,
2016-04-29,AMZN,main,Axiom Capital,Buy,
2016-04-29,AMZN,main,Credit Suisse,Outperform,
2016-04-29,AMZN,main,Citigroup,Buy,
2016-05-03,AMZN,main,Nomura,Buy,
2016-06-10,AMZN,init,William Blair,Outperform,
2016-06-16,AMZN,main,KeyBanc,Overweight,
2016-06-23,AMZN,init,Maxim Group,Buy,
2016-07-21,AMZN,main,Goldman Sachs,Buy,
2016-07-25,AMZN,main,Wedbush,Outperform,
2016-07-29,AMZN,main,UBS,Buy,
2016-07-29,AMZN,main,SunTrust Robinson Humphrey,Neutral,
2016-07-29,AMZN,main,JMP Securities,Market Outperform,
2016-07-29,AMZN,main,Pacific Crest,Overweight,
2016-07-29,AMZN,main,Citigroup,Buy,
2016-07-29,AMZN,main,Deutsche Bank,Buy,
2016-07-29,AMZN,main,Jefferies,Buy,
2016-07-29,AMZN,main,JP Morgan,Overweight,
2016-07-29,AMZN,main,CLSA,Outperform,
2016-08-02,AMZN,main,MKM Partners,Buy,
2016-09-22,AMZN,up,Argus,Buy,Hold
2016-09-27,AMZN,main,JP Morgan,Overweight,
2016-09-29,AMZN,main,Maxim Group,Buy,
2016-09-30,AMZN,main,JMP Securities,Market Outperform,
2016-09-30,AMZN,init,Guggenheim,Buy,
2016-10-05,AMZN,main,Morgan Stanley,Overweight,
2016-10-05,AMZN,main,SunTrust Robinson Humphrey,Neutral,
2016-10-17,AMZN,main,Credit Suisse,Outperform,
2016-10-24,AMZN,main,Goldman Sachs,Buy,
2016-11-01,AMZN,main,Axiom Capital,Buy,
2016-11-23,AMZN,main,Citigroup,Buy,
2016-11-28,AMZN,main,Citigroup,Buy,
2017-01-20,AMZN,init,Aegis Capital,Buy,
2017-03-28,AMZN,init,Barclays,Overweight,
2017-03-31,AMZN,init,Loop Capital,Buy,
2017-04-04,AMZN,main,BMO Capital,Outperform,
2017-04-10,AMZN,up,Needham,Buy,Hold
2017-04-20,AMZN,down,Wolfe Research,Peer Perform,Outperform
2017-04-24,AMZN,main,Goldman Sachs,Buy,
2017-04-25,AMZN,down,Raymond James,Market Perform,
2017-04-28,AMZN,down,Pacific Crest,Sector Weight,Overweight
2017-04-28,AMZN,reit,Benchmark,Buy,Buy
2017-07-18,AMZN,main,Deutsche Bank,Buy,
2017-07-20,AMZN,main,Morgan Stanley,Overweight,
2017-08-16,AMZN,init,SunTrust Robinson Humphrey,Buy,
2017-09-06,AMZN,init,DA Davidson,Buy,
2017-09-13,AMZN,init,Loop Capital,Buy,
2017-10-11,AMZN,main,Credit Suisse,Outperform,
2017-10-24,AMZN,main,Deutsche Bank,Buy,
2017-10-27,AMZN,up,Raymond James,Outperform,Market Perform
2017-10-27,AMZN,main,Stifel Nicolaus,Buy,
2017-10-27,AMZN,main,Citigroup,Buy,
2017-10-27,AMZN,main,Loop Capital,Buy,
2017-10-27,AMZN,main,Oppenheimer,Outperform,
2017-10-27,AMZN,main,Canaccord Genuity,Buy,
2017-10-27,AMZN,main,UBS,Buy,
2017-10-27,AMZN,main,Barclays,Overweight,
2017-10-30,AMZN,main,Citigroup,Buy,
2017-11-20,AMZN,main,Nomura,Buy,
2017-12-04,AMZN,init,Moffett Nathanson,Buy,
2017-12-06,AMZN,init,Evercore ISI Group,Outperform,
2018-01-05,AMZN,main,Citigroup,Buy,Buy
2018-01-23,AMZN,main,Loop Capital,Buy,Buy
2018-01-26,AMZN,main,Morgan Stanley,Overweight,Overweight
2018-02-02,AMZN,main,PiperJaffray,Overweight,Overweight
2018-02-02,AMZN,main,Morgan Stanley,Overweight,Overweight
2018-02-02,AMZN,main,JMP Securities,Market Outperform,Market Outperform
2018-02-02,AMZN,main,Barclays,Overweight,Overweight
2018-02-02,AMZN,main,Credit Suisse,Outperform,Outperform
2018-02-02,AMZN,main,Bank of America,Buy,Buy
2018-02-05,AMZN,main,Nomura,Buy,Buy
2018-02-21,AMZN,main,MKM Partners,Buy,Buy
2018-04-19,AMZN,main,Morgan Stanley,Overweight,Overweight
2018-04-20,AMZN,main,Credit Suisse,Outperform,Outperform
2018-04-27,AMZN,main,Stifel Nicolaus,Buy,Buy
2018-04-27,AMZN,main,Canaccord Genuity,Buy,Buy
2018-04-27,AMZN,main,Barclays,Overweight,Overweight
2018-04-27,AMZN,main,Credit Suisse,Outperform,Outperform
2018-04-27,AMZN,main,JMP Securities,Market Outperform,Market Outperform
2018-04-27,AMZN,main,Wedbush,Outperform,Outperform
