Date,Ticker,Action,Firm,To Grade,From Grade
2013-12-03,VLO,main,Bank of America,Buy,
2013-12-05,VLO,up,Macquarie,Outperform,Neutral
2013-12-09,VLO,up,Deutsche Bank,Buy,Hold
2013-12-09,VLO,up,JP Morgan,Neutral,Underweight
2014-01-09,VLO,main,Imperial Capital,In-Line,
2014-01-22,VLO,down,Raymond James,Outperform,Strong Buy
2014-02-04,VLO,main,Imperial Capital,In-Line,
2014-04-07,VLO,main,Citigroup,Buy,
2014-04-22,VLO,down,Bank of America,Neutral,Buy
2014-04-30,VLO,main,Barclays,Overweight,
2014-05-06,VLO,up,Oppenheimer,Outperform,Market Perform
2014-06-04,VLO,main,JP Morgan,Overweight,
2014-08-07,VLO,main,Oppenheimer,Outperform,
2014-09-23,VLO,init,JP Morgan,Neutral,
2014-10-02,VLO,init,RBC Capital,Outperform,
2014-10-09,VLO,init,Deutsche Bank,Buy,
2014-10-13,VLO,main,Barclays,Overweight,
2014-11-05,VLO,main,Credit Suisse,Neutral,
2014-11-18,VLO,init,Goldman Sachs,Neutral,
2014-11-25,VLO,main,Deutsche Bank,Buy,
2014-12-01,VLO,down,Simmons & Co.,Neutral,Overweight
2014-12-18,VLO,down,Deutsche Bank,Hold,Buy
2015-01-06,VLO,main,JP Morgan,Overweight,
2015-01-13,VLO,up,JP Morgan,Overweight,Neutral
2015-02-13,VLO,up,Goldman Sachs,Buy,Neutral
2015-02-18,VLO,up,Credit Suisse,Outperform,Neutral
2015-02-19,VLO,up,Deutsche Bank,Buy,Hold
2015-03-05,VLO,down,Edward Jones,Sell,Hold
2015-04-20,VLO,main,Barclays,Buy,
2015-04-23,VLO,main,Deutsche Bank,Buy,
2015-05-27,VLO,main,Oppenheimer,Outperform,
2015-07-13,VLO,main,Citigroup,Buy,
2015-07-24,VLO,init,Macquarie,Outperform,
2015-07-31,VLO,main,Barclays,Overweight,
2015-08-24,VLO,down,Bank of America,Underperform,Neutral
2015-10-16,VLO,main,Deutsche Bank,Buy,
2015-12-16,VLO,up,Argus,Buy,Hold
2015-12-18,VLO,main,Deutsche Bank,Buy,
2016-01-26,VLO,main,Credit Suisse,Outperform,
2016-01-29,VLO,main,Credit Suisse,Outperform,
2016-02-09,VLO,main,Deutsche Bank,Buy,
2016-02-10,VLO,main,Goldman Sachs,Buy,
2016-03-03,VLO,up,Bank of America,Neutral,Underperform
2016-04-08,VLO,main,Barclays,Overweight,
2016-04-11,VLO,down,Credit Suisse,Neutral,Outperform
2016-05-13,VLO,down,Erste Group,Hold,Buy
2016-05-16,VLO,down,Tudor Pickering,Hold,Buy
2016-05-19,VLO,init,UBS,Neutral,
2016-06-10,VLO,main,JP Morgan,Overweight,
2016-08-22,VLO,init,Jefferies,Buy,
2016-08-22,VLO,main,PiperJaffray,Neutral,
2016-10-19,VLO,main,Citigroup,Buy,
2016-11-16,VLO,up,Tudor Pickering,Buy,Hold
2017-01-04,VLO,down,Deutsche Bank,Hold,Buy
2017-01-05,VLO,up,Bank of America,Buy,Neutral
2017-05-16,VLO,down,Goldman Sachs,Neutral,Buy
2017-05-30,VLO,down,Morgan Stanley,Equal-Weight,Overweight
2017-06-22,VLO,up,Jefferies,Buy,Hold
2017-06-30,VLO,init,Standpoint Research,Accumulate,
2017-07-17,VLO,main,Citigroup,Buy,
2017-08-23,VLO,main,Jefferies,Buy,
2017-09-28,VLO,main,Cowen & Co.,Outperform,
2017-10-06,VLO,down,JP Morgan,Neutral,Overweight
2017-10-10,VLO,main,Barclays,Overweight,
2017-10-18,VLO,main,Citigroup,Buy,
2017-10-24,VLO,down,Macquarie,Neutral,Outperform
2017-11-14,VLO,main,Barclays,Overweight,
2017-11-15,VLO,main,UBS,Neutral,
2017-11-16,VLO,down,Standpoint Research,Hold,Buy
2018-01-03,VLO,init,Credit Suisse,Neutral,
2018-01-24,VLO,main,Bank of America,Buy,Buy
2018-01-24,VLO,main,Citigroup,Neutral,Neutral
2018-02-14,VLO,up,Citigroup,Buy,Neutral
2018-03-13,VLO,main,JP Morgan,Neutral,Neutral
2018-03-19,VLO,main,Deutsche Bank,Hold,Hold
2018-04-09,VLO,main,JP Morgan,Neutral,Neutral
2018-04-11,VLO,down,Scotia Howard Weil,Sector Perform,Outperform
2018-04-16,VLO,main,Morgan Stanley,Equal-Weight,Equal-Weight
2018-04-27,VLO,main,Barclays,Overweight,Overweight
2018-04-30,VLO,main,Credit Suisse,Neutral,Neutral
2018-05-10,VLO,up,Edward Jones,Buy,Hold
2018-05-17,VLO,up,Morgan Stanley,Overweight,Equal-Weight
2018-05-29,VLO,main,Wells Fargo,Outperform,Outperform
2018-07-27,VLO,main,JP Morgan,Neutral,Neutral
2018-07-31,VLO,main,Morgan Stanley,Overweight,Overweight
2018-08-02,VLO,init,Mizuho,Neutral,
2018-09-07,VLO,main,Citigroup,Buy,Buy
2018-10-12,VLO,main,Morgan Stanley,Overweight,Overweight
2018-10-12,VLO,up,Standpoint Research,Buy,Hold
2018-10-16,VLO,main,Citigroup,Buy,Buy
2018-10-19,VLO,down,Goldman Sachs,Sell,Neutral
2018-10-26,VLO,main,Raymond James,Outperform,Outperform
2018-10-26,VLO,main,Wells Fargo,Outperform,Outperform
2018-10-29,VLO,main,Morgan Stanley,Overweight,Overweight
2018-11-01,VLO,up,Credit Suisse,Outperform,Neutral
2018-11-15,VLO,main,Citigroup,Buy,Buy
2018-11-20,VLO,main,Morgan Stanley,Overweight,Overweight
2018-12-31,VLO,main,Raymond James,Outperform,Outperform
2019-01-18,VLO,up,Macquarie,Outperform,Neutral
2019-01-25,VLO,up,Goldman Sachs,Neutral,Sell
2019-03-08,VLO,up,Wolfe Research,Outperform,Peer Perform
2019-04-15,VLO,main,Morgan Stanley,Overweight,Overweight
2019-04-26,VLO,main,Raymond James,Outperform,Outperform
2019-05-14,VLO,up,JP Morgan,Overweight,Neutral
2019-06-06,VLO,up,Goldman Sachs,Buy,Neutral
2019-09-10,VLO,main,JP Morgan,Overweight,
2019-09-25,VLO,main,Wells Fargo,Outperform,
2019-10-22,VLO,main,Morgan Stanley,Overweight,
2020-01-14,VLO,main,Morgan Stanley,Overweight,
2020-01-14,VLO,init,Barclays,Overweight,
2020-02-28,VLO,down,Piper Sandler,Neutral,Overweight
2020-03-02,VLO,main,JP Morgan,Overweight,
2020-03-12,VLO,up,Piper Sandler,Overweight,Neutral
2020-03-13,VLO,main,Wells Fargo,Overweight,
2020-03-16,VLO,main,Morgan Stanley,Overweight,
2020-03-24,VLO,main,Raymond James,Outperform,
2020-03-26,VLO,up,Jefferies,Buy,Hold
2020-04-15,VLO,main,Argus Research,Buy,
2020-04-21,VLO,down,Jefferies,Hold,Buy
2020-04-28,VLO,main,Raymond James,Outperform,
2020-04-30,VLO,reit,Raymond James,Outperform,
2020-05-04,VLO,up,Mizuho,Buy,Neutral
2020-05-11,VLO,main,Credit Suisse,Outperform,
2020-05-13,VLO,main,Morgan Stanley,Overweight,
2020-05-27,VLO,main,JP Morgan,Overweight,
2020-06-17,VLO,down,Goldman Sachs,Neutral,Buy
2020-06-18,VLO,main,Raymond James,Outperform,
2020-06-23,VLO,main,Jefferies,Hold,
2020-07-08,VLO,down,Morgan Stanley,Equal-Weight,Overweight
2020-07-09,VLO,main,Raymond James,Outperform,
2020-07-13,VLO,main,ScotiaBank,Sector Outperform,
2020-07-20,VLO,up,Jefferies,Buy,Hold
2020-07-22,VLO,main,Mizuho,Buy,
2020-07-24,VLO,main,Piper Sandler,Overweight,
2020-08-11,VLO,main,Morgan Stanley,Equal-Weight,
2020-08-25,VLO,main,Raymond James,Outperform,
2020-09-09,VLO,main,Piper Sandler,Overweight,
2020-09-18,VLO,main,Raymond James,Outperform,
2020-10-01,VLO,down,Goldman Sachs,Sell,Neutral
2020-10-06,VLO,main,Barclays,Overweight,
2020-10-19,VLO,main,Morgan Stanley,Equal-Weight,
2012-02-21,VTR,main,Morgan Keegan,Outperform,
2012-02-27,VTR,down,UBS,Neutral,
2012-04-30,VTR,main,Jefferies,Buy,
2012-04-30,VTR,main,Jefferies,Buy,
2012-07-24,VTR,main,Deutsche Bank,Hold,
2012-10-23,VTR,down,Jefferies,Hold,Buy
2013-01-08,VTR,up,Jefferies,Buy,Hold
2013-01-09,VTR,main,Deutsche Bank,Hold,
2013-01-10,VTR,down,Macquarie,Underperform,Neutral
2013-02-05,VTR,init,Barclays,Equal-Weight,
2013-02-21,VTR,up,Macquarie,Neutral,Underperform
2013-03-01,VTR,down,BMO Capital,Underperform,Market Perform
2013-03-01,VTR,main,Jefferies,Buy,
2013-04-16,VTR,down,Citigroup,Neutral,Buy
2013-04-24,VTR,down,Jefferies,Hold,Buy
2013-06-13,VTR,down,KeyBanc,Underweight,Hold
2013-08-12,VTR,up,BMO Capital,Market Perform,Underperform
2013-11-25,VTR,main,Deutsche Bank,Hold,
2014-01-02,VTR,down,BMO Capital,Underperform,Market Perform
2014-01-06,VTR,up,RBC Capital,Top Pick,Outperform
2014-01-15,VTR,main,Deutsche Bank,Hold,
2014-08-18,VTR,main,Deutsche Bank,Hold,
2014-10-06,VTR,init,ISI Group,Buy,
2014-12-11,VTR,main,Deutsche Bank,Hold,
2015-01-05,VTR,down,RBC Capital,Outperform,Top Pick
2015-01-08,VTR,main,Barclays,Equal-Weight,
2015-01-26,VTR,main,Deutsche Bank,Hold,
2015-01-26,VTR,main,Citigroup,Neutral,
2015-02-17,VTR,main,Barclays,Equal-Weight,
2015-04-08,VTR,init,BMO Capital,Market Perform,
2015-04-27,VTR,main,BMO Capital,Market Perform,
2015-06-08,VTR,main,Jefferies,Hold,
2015-06-22,VTR,main,Citigroup,Neutral,
2015-06-23,VTR,main,Citigroup,Neutral,
2015-07-27,VTR,up,BMO Capital,Outperform,Market Perform
2015-08-19,VTR,main,Citigroup,Neutral,
2015-08-19,VTR,main,BMO Capital,Outperform,
2015-08-20,VTR,main,Citigroup,Neutral,
2015-09-08,VTR,main,Evercore ISI Group,Buy,
2015-09-21,VTR,main,Mizuho,Buy,
2015-10-26,VTR,down,Mizuho,Neutral,Buy
2015-10-26,VTR,down,Evercore ISI Group,Hold,Buy
2015-11-11,VTR,up,Hilliard Lyons,Buy,Neutral
2015-11-12,VTR,main,BMO Capital,Outperform,
2016-01-05,VTR,main,Deutsche Bank,Hold,
2016-01-06,VTR,init,Barclays,Equal-Weight,
2016-02-16,VTR,down,Stifel Nicolaus,Hold,Buy
2016-02-22,VTR,main,Deutsche Bank,Hold,
2016-02-25,VTR,main,Jefferies,Hold,
2016-03-03,VTR,up,Mizuho,Buy,Neutral
2016-03-24,VTR,down,Goldman Sachs,Neutral,Buy
2016-04-01,VTR,main,Citigroup,Neutral,
2016-05-12,VTR,main,Deutsche Bank,Hold,
2016-05-20,VTR,main,UBS,Neutral,
2016-07-07,VTR,main,Citigroup,Neutral,
2016-07-13,VTR,init,Argus,Hold,
2016-07-26,VTR,init,Raymond James,Market Perform,
2016-08-08,VTR,main,Citigroup,Neutral,
2016-08-23,VTR,main,UBS,Neutral,
2016-08-25,VTR,init,BTIG Research,Neutral,
2016-10-20,VTR,up,Jefferies,Buy,Hold
2016-11-10,VTR,down,BMO Capital,Market Perform,Outperform
2016-11-11,VTR,up,Hilliard Lyons,Neutral,Underperform
2016-11-21,VTR,down,Mizuho,Neutral,Buy
2017-01-03,VTR,down,Jefferies,Hold,Buy
2017-03-15,VTR,down,Goldman Sachs,Sell,Neutral
2017-09-22,VTR,down,Bank of America,Neutral,Buy
2017-10-02,VTR,main,UBS,Neutral,
2017-10-30,VTR,up,Capital One Financial,Overweight,Equal-Weight
2017-12-04,VTR,down,Raymond James,Underperform,Market Perform
2018-02-13,VTR,main,Citigroup,Neutral,Neutral
2018-03-19,VTR,main,Deutsche Bank,Hold,Hold
2018-04-17,VTR,main,KeyBanc,Underweight,Underweight
2018-04-30,VTR,up,BMO Capital,Market Perform,Underperform
2018-05-21,VTR,down,Evercore ISI Group,Underperform,In-Line
2018-06-04,VTR,init,Cantor Fitzgerald,Neutral,
2018-07-10,VTR,main,Bank of America,Neutral,Neutral
2018-10-30,VTR,init,JP Morgan,Neutral,
2018-11-02,VTR,down,RBC Capital,Sector Perform,Outperform
2018-12-10,VTR,init,Scotiabank,Sector Perform,
2019-02-11,VTR,main,BMO Capital,Market Perform,Market Perform
2019-03-04,VTR,main,BMO Capital,Market Perform,Market Perform
2019-03-28,VTR,init,Morgan Stanley,Equal-Weight,
2019-03-29,VTR,main,Deutsche Bank,Hold,Hold
2019-04-30,VTR,up,Raymond James,Market Perform,Underperform
2019-06-20,VTR,up,Evercore ISI Group,In-Line,Underperform
2019-06-20,VTR,up,Citigroup,Buy,Neutral
2019-06-20,VTR,up,Stifel Nicolaus,Buy,Hold
2019-09-03,VTR,init,Barclays,Equal-Weight,
2019-09-12,VTR,init,Berenberg,Hold,
2019-09-17,VTR,main,Morgan Stanley,Equal-Weight,
2019-10-28,VTR,down,Citigroup,Neutral,Buy
2019-10-28,VTR,down,Capital One Financial,Equal-Weight,Overweight
2019-10-30,VTR,down,Stifel Nicolaus,Hold,Buy
2019-11-06,VTR,main,Morgan Stanley,Equal-Weight,
2019-11-19,VTR,up,Argus Research,Buy,Hold
2019-12-10,VTR,down,Wells Fargo,Underperform,Market Perform
2019-12-17,VTR,main,KeyBanc,Underweight,
2019-12-18,VTR,main,Morgan Stanley,Equal-Weight,
2019-12-20,VTR,init,Mizuho Securities,Neutral,
2020-01-17,VTR,up,Jefferies,Buy,Hold
2020-01-22,VTR,down,Raymond James,Underperform,Market Perform
2020-02-28,VTR,up,Raymond James,Market Perform,Underperform
2020-03-10,VTR,down,Jefferies,Underperform,Buy
2020-03-25,VTR,up,Raymond James,Strong Buy,Market Perform
2020-03-27,VTR,main,Wells Fargo,Underweight,
2020-04-02,VTR,main,Barclays,Equal-Weight,
2020-04-03,VTR,main,JP Morgan,Neutral,
2020-04-07,VTR,main,Citigroup,Neutral,
2020-04-21,VTR,main,KeyBanc,Underweight,
2020-04-21,VTR,main,Mizuho,Neutral,
2020-04-29,VTR,main,Raymond James,Strong Buy,
2020-05-13,VTR,main,Argus Research,Buy,
2020-06-15,VTR,down,Evercore ISI Group,Underperform,In-Line
2020-06-19,VTR,main,Wells Fargo,Underweight,
2020-07-10,VTR,main,Deutsche Bank,Hold,
2020-07-29,VTR,main,JP Morgan,Neutral,
2020-08-14,VTR,up,Evercore ISI Group,In-Line,Underperform
2020-08-14,VTR,up,RBC Capital,Outperform,Sector Perform
2020-08-20,VTR,down,Raymond James,Outperform,Strong Buy
2020-08-21,VTR,main,Morgan Stanley,Equal-Weight,
2020-08-21,VTR,main,B of A Securities,Underperform,
2020-09-08,VTR,down,Argus Research,Hold,Buy
2020-09-14,VTR,main,Raymond James,Outperform,
2020-09-17,VTR,main,Morgan Stanley,Equal-Weight,
2012-04-03,VRSN,main,Citigroup,Buy,
2012-04-10,VRSN,main,JP Morgan,Neutral,
2012-04-27,VRSN,main,JP Morgan,Neutral,
2012-07-23,VRSN,down,Citigroup,Neutral,Buy
2012-07-27,VRSN,main,Stifel Nicolaus,Buy,
2012-11-26,VRSN,down,First Analysis,Equal-Weight,Overweight
2012-11-30,VRSN,main,Citigroup,Neutral,
2013-01-11,VRSN,init,B. Riley FBR,Neutral,
2013-02-05,VRSN,main,Topeka,Buy,
2013-02-27,VRSN,down,Credit Suisse,Neutral,Outperform
2013-03-28,VRSN,main,Citigroup,Neutral,
2013-07-26,VRSN,up,B. Riley FBR,Buy,Neutral
2014-02-07,VRSN,down,Citigroup,Sell,Neutral
2014-03-17,VRSN,down,Cowen & Co.,Market Perform,
2014-06-27,VRSN,down,Wells Fargo,Market Perform,Outperform
2014-07-25,VRSN,main,Citigroup,Neutral,
2015-01-22,VRSN,down,JP Morgan,Underweight,Neutral
2015-01-26,VRSN,down,Credit Suisse,Underperform,Neutral
2015-02-06,VRSN,main,Citigroup,Neutral,
2015-10-02,VRSN,main,Cowen & Co.,Hold,
2016-01-05,VRSN,down,Citigroup,Sell,Neutral
2016-07-29,VRSN,main,JP Morgan,Underweight,
2017-04-12,VRSN,up,Citigroup,Neutral,Sell
2017-10-27,VRSN,main,Citigroup,Neutral,
2018-04-30,VRSN,main,Citigroup,Neutral,Neutral
2018-07-27,VRSN,main,JP Morgan,Underweight,Underweight
2018-11-02,VRSN,up,Baird,Outperform,Neutral
2018-11-02,VRSN,up,JP Morgan,Neutral,Underweight
2018-11-02,VRSN,main,Citigroup,Neutral,Neutral
2018-11-02,VRSN,main,Baird,Outperform,Outperform
2018-11-02,VRSN,main,JP Morgan,Neutral,Neutral
2019-03-06,VRSN,main,Citigroup,Neutral,Neutral
2019-07-26,VRSN,main,Baird,Outperform,
2020-04-24,VRSN,main,Baird,Outperform,
2020-04-27,VRSN,main,Citigroup,Neutral,
2020-04-27,VRSN,main,CFRA,Hold,
2012-07-20,VZ,down,Credit Suisse,Neutral,Outperform
2012-07-20,VZ,main,Jefferies,Buy,
2012-07-20,VZ,main,BMO Capital,Outperform,
2012-07-20,VZ,main,Deutsche Bank,Hold,
2012-07-20,VZ,main,Hilliard Lyons,Buy,
2012-07-20,VZ,main,Stifel Nicolaus,Buy,
2012-09-07,VZ,init,Janco Partners,Buy,
2012-09-14,VZ,down,Stifel Nicolaus,Hold,Buy
2012-09-14,VZ,main,PiperJaffray,Neutral,
2012-09-26,VZ,main,Oppenheimer,Outperform,
2012-10-17,VZ,main,Barclays,Equal-Weight,
2012-10-19,VZ,main,PiperJaffray,Neutral,
2012-10-19,VZ,main,Jefferies,Buy,
2012-12-03,VZ,up,Nomura,Buy,Neutral
2012-12-19,VZ,main,Citigroup,Neutral,
2013-01-08,VZ,main,Nomura,Buy,
2013-01-14,VZ,down,UBS,,Buy
2013-01-22,VZ,main,Pivotal Research,Hold,
2013-01-23,VZ,up,Hudson Square,Hold,Sell
2013-01-23,VZ,up,Canaccord Genuity,Buy,Hold
2013-01-23,VZ,main,Hilliard Lyons,Buy,
2013-01-23,VZ,main,Barclays,Equal-Weight,
2013-02-01,VZ,up,PiperJaffray,Overweight,Neutral
2013-02-14,VZ,up,Raymond James,Outperform,Market Perform
2013-03-15,VZ,main,Bank of America,Neutral,
2013-03-18,VZ,up,Citigroup,Buy,Neutral
2013-03-25,VZ,init,Tigress Financial,Neutral,
2013-03-27,VZ,main,JP Morgan,Neutral,
2013-04-04,VZ,down,JANCO Partners,Buy,Strong Buy
2013-04-15,VZ,main,Deutsche Bank,Hold,
2013-04-18,VZ,up,Janco Partners,Strong Buy,Buy
2013-04-18,VZ,main,Canaccord Genuity,Buy,
2013-04-19,VZ,main,Hilliard Lyons,Buy,
2013-04-19,VZ,main,UBS,Neutral,
2013-04-19,VZ,main,Nomura,Buy,
2013-04-19,VZ,main,Deutsche Bank,Hold,
2013-04-19,VZ,main,Jefferies,Buy,
2013-04-22,VZ,down,Macquarie,Neutral,Outperform
2013-05-17,VZ,init,Barclays,Overweight,
2013-05-30,VZ,init,BMO Capital,Outperform,
2013-09-04,VZ,up,Baird,Outperform,Neutral
2013-09-17,VZ,up,RBC Capital,Outperform,Sector Perform
2013-09-18,VZ,init,Credit Suisse,Neutral,
2013-10-18,VZ,up,Deutsche Bank,Buy,Hold
2013-12-16,VZ,up,Macquarie,Outperform,Neutral
2014-01-22,VZ,down,Pacific Crest,Sector Perform,Outperform
2014-02-11,VZ,init,Drexel Hamilton,Hold,
2014-02-24,VZ,main,Credit Suisse,Neutral,
2014-02-24,VZ,up,Bank of America,Buy,Neutral
2014-02-25,VZ,init,JP Morgan,Overweight,
2014-04-28,VZ,main,Nomura,Buy,
2014-05-21,VZ,init,Bernstein,Outperform,
2014-06-18,VZ,main,Macquarie,Outperform,
2014-07-01,VZ,init,BTIG Research,Buy,
2014-07-09,VZ,main,JP Morgan,,Overweight
2014-07-23,VZ,main,JP Morgan,Overweight,
2014-07-23,VZ,main,Raymond James,Outperform,
2014-07-30,VZ,down,Macquarie,Neutral,Outperform
2014-11-05,VZ,init,J. Safra Sarasin,Neutral,
2014-11-24,VZ,down,Citigroup,Neutral,Buy
2014-12-02,VZ,init,HSBC,Neutral,
2014-12-09,VZ,main,Citigroup,Neutral,
2014-12-09,VZ,main,Credit Suisse,Neutral,
2014-12-10,VZ,main,Oppenheimer,Outperform,
2014-12-17,VZ,down,Goldman Sachs,Neutral,
2015-01-14,VZ,down,Evercore ISI Group,Hold,Buy
2015-01-21,VZ,down,Barclays,Equal-weight,Overweight
2015-01-23,VZ,main,JP Morgan,Overweight,
2015-02-02,VZ,main,JP Morgan,Overweight,
2015-02-09,VZ,main,Citigroup,Neutral,
2015-04-22,VZ,main,Jefferies,Buy,
2015-04-22,VZ,main,Barclays,Equal-Weight,
2015-05-12,VZ,down,Macquarie,Underperform,Neutral
2015-06-04,VZ,down,JP Morgan,Neutral,Overweight
2015-07-02,VZ,init,Buckingham Research,Neutral,
2015-07-22,VZ,main,Barclays,Equal-Weight,
2015-07-23,VZ,main,Macquarie,Underperform,
2015-08-11,VZ,up,Moffett Nathanson,Buy,Neutral
2015-10-21,VZ,main,Citigroup,Neutral,
2015-12-15,VZ,down,BTIG Research,Neutral,Buy
2016-02-04,VZ,init,DA Davidson,Neutral,
2016-02-23,VZ,init,Deutsche Bank,Hold,
2016-03-14,VZ,main,Citigroup,Neutral,
2016-04-01,VZ,down,Moffett Nathanson,Neutral,Buy
2016-04-05,VZ,init,Macquarie,Neutral,
2016-04-07,VZ,down,Bernstein,Market Perform,Outperform
2016-04-07,VZ,down,Jefferies,Hold,Buy
2016-04-18,VZ,main,Barclays,Equal-Weight,
2016-07-20,VZ,down,Oppenheimer,Perform,Outperform
2016-07-27,VZ,main,JP Morgan,Neutral,
2016-07-27,VZ,main,UBS,Neutral,
2016-07-27,VZ,down,Hilliard Lyons,Neutral,Buy
2016-07-28,VZ,main,Morgan Stanley,Overweight,
2016-10-24,VZ,up,Drexel Hamilton,Buy,Hold
2017-01-03,VZ,up,Citigroup,Buy,Neutral
2017-01-19,VZ,up,HSBC,Buy,Neutral
2017-01-23,VZ,down,Wells Fargo,Market Perform,Outperform
2017-01-25,VZ,down,FBR Capital,Market Perform,Outperform
2017-01-25,VZ,down,Raymond James,Market Perform,Outperform
2017-01-25,VZ,down,RBC Capital,Sector Perform,Outperform
2017-01-31,VZ,init,Evercore ISI Group,Hold,
2017-04-19,VZ,init,SunTrust Robinson Humphrey,Hold,
2017-04-21,VZ,down,Argus,Hold,Buy
2017-10-20,VZ,main,Bank of America,Buy,
2017-11-20,VZ,up,Wells Fargo,Outperform,Market Perform
2017-12-12,VZ,up,Nomura,Buy,Neutral
2017-12-14,VZ,down,HSBC,Hold,Buy
2018-01-16,VZ,down,Moffett Nathanson,Neutral,Buy
2018-01-22,VZ,up,Scotia Howard Weil,Sector Outperform,Sector Perform
2018-01-24,VZ,main,Nomura,Buy,Buy
2018-01-24,VZ,main,Bank of America,Buy,Buy
2018-01-24,VZ,main,JP Morgan,Neutral,Neutral
2018-03-13,VZ,init,Guggenheim,Buy,
2018-03-28,VZ,up,HSBC,Buy,Hold
2018-04-23,VZ,up,Barclays,Overweight,Equal-Weight
2018-04-25,VZ,up,UBS,Buy,Neutral
2018-04-25,VZ,up,SunTrust Robinson Humphrey,Buy,Hold
2018-05-11,VZ,up,JP Morgan,Overweight,Neutral
2018-06-19,VZ,up,Deutsche Bank,Buy,Hold
2018-06-21,VZ,up,Goldman Sachs,Buy,Neutral
2018-07-11,VZ,init,Credit Suisse,Outperform,
2018-07-25,VZ,main,Baird,Neutral,Neutral
2018-09-04,VZ,down,Moffett Nathanson,Neutral,Buy
2018-09-04,VZ,down,Barclays,Equal-Weight,Overweight
2018-10-24,VZ,main,JP Morgan,Overweight,Overweight
2018-10-24,VZ,main,Barclays,Equal-Weight,Equal-Weight
2018-12-03,VZ,down,JP Morgan,Neutral,Overweight
2018-12-12,VZ,down,Morgan Stanley,Equal-Weight,Overweight
2019-05-30,VZ,down,UBS,Neutral,Buy
2019-07-08,VZ,down,Citigroup,Neutral,Buy
2019-08-27,VZ,up,Oppenheimer,Outperform,Perform
2019-10-09,VZ,main,SunTrust Robinson Humphrey,Buy,
2019-10-16,VZ,init,Bernstein,Market Perform,
2019-11-04,VZ,down,Nomura,Neutral,Buy
2019-11-14,VZ,down,HSBC,Hold,Buy
2020-02-03,VZ,down,Credit Suisse,Neutral,Outperform
2020-03-02,VZ,up,Cowen & Co.,Outperform,Market Perform
2020-03-16,VZ,up,Raymond James,Outperform,Market Perform
2020-03-30,VZ,main,Nomura,Neutral,
2020-04-03,VZ,main,SunTrust Robinson Humphrey,Buy,
2020-04-06,VZ,main,Credit Suisse,Neutral,
2020-04-17,VZ,main,JP Morgan,Neutral,
2020-04-17,VZ,main,Morgan Stanley,Equal-Weight,
2020-04-27,VZ,main,Raymond James,Outperform,
2020-04-27,VZ,main,Citigroup,Neutral,
2020-07-27,VZ,main,UBS,Neutral,
2020-07-27,VZ,main,ScotiaBank,Sector Outperform,
2020-07-27,VZ,main,Raymond James,Outperform,
2020-09-08,VZ,up,Argus Research,Buy,Hold
2020-10-20,VZ,init,Wolfe Research,Peer Perform,
2020-11-05,VZ,up,JP Morgan,Overweight,Neutral
2012-03-14,VRTX,main,Bank oferica,Buy,
2012-03-19,VRTX,down,Morgan Stanley,Underweight,
2012-03-28,VRTX,main,UBS,Neutral,
2012-04-13,VRTX,main,UBS,Neutral,
2012-05-07,VRTX,up,ISI Group,Buy,
2012-05-08,VRTX,up,Morgan Stanley,Equal-Weight,
2012-05-08,VRTX,up,Brean Capital,Buy,
2012-05-11,VRTX,main,Goldman Sachs,Neutral,
2012-05-14,VRTX,up,JP Morgan,Overweight,
2012-07-31,VRTX,main,UBS,Buy,
2012-07-31,VRTX,main,Citigroup,Buy,
2012-07-31,VRTX,main,Bank of America,Buy,
2012-07-31,VRTX,down,PiperJaffray,Neutral,Overweight
2012-07-31,VRTX,main,Goldman Sachs,Neutral,
2012-10-04,VRTX,init,Argus,Buy,
2012-10-09,VRTX,init,Deutsche Bank,Buy,
2012-11-02,VRTX,main,Credit Suisse,Outperform,
2012-11-02,VRTX,down,Goldman Sachs,Sell,Neutral
2012-11-12,VRTX,down,Credit Suisse,Neutral,Outperform
2012-11-28,VRTX,down,Argus,,Buy
2012-12-07,VRTX,main,Deutsche Bank,Buy,
2013-01-02,VRTX,init,Janney Capital,Buy,
2013-01-11,VRTX,main,Barclays,Overweight,
2013-01-15,VRTX,down,Lazard,Neutral,Buy
2013-03-19,VRTX,main,JP Morgan,Overweight,
2013-04-08,VRTX,init,Canaccord Genuity,Hold,
2013-04-19,VRTX,main,Citigroup,Buy,
2013-04-19,VRTX,up,Goldman Sachs,Neutral,Sell
2013-04-19,VRTX,up,Canaccord Genuity,Buy,Hold
2013-04-19,VRTX,main,Deutsche Bank,Buy,
2013-04-22,VRTX,main,Morgan Stanley,Equal-Weight,
2013-05-01,VRTX,main,UBS,Buy,
2013-05-17,VRTX,init,Wunderlich,Buy,
2013-07-26,VRTX,down,UBS,Neutral,Buy
2013-08-21,VRTX,init,Oppenheimer,Outperform,
2013-08-21,VRTX,init,Oppenheimer,Outperform,
2013-10-30,VRTX,down,Summer Street,Neutral,Buy
2014-01-05,VRTX,main,Goldman Sachs,Neutral,
2014-01-06,VRTX,up,UBS,Buy,Neutral
2014-06-25,VRTX,main,UBS,Buy,
2014-06-25,VRTX,main,Citigroup,Buy,
2014-06-25,VRTX,down,H.C. Wainwright,Neutral,Buy
2014-07-08,VRTX,init,Oppenheimer,Market Perform,
2014-09-08,VRTX,up,Goldman Sachs,Buy,Neutral
2014-09-16,VRTX,main,Deutsche Bank,Buy,
2014-09-17,VRTX,main,Deutsche Bank,Buy,
